bl,Smite 2 Username,Vetted Division,Smite 2 Tracker.gg Link,Discord Username,What was your placement in BSL season 1?,What division do you think you should be placed in?,What is your main Role,What is your secondary Role (If you have one),Are you interested in being a captain?,Availability [Mondays],Availability [Tuesdays],Availability [Wednesdays],Availability [Thursdays],Availability [Fridays],Availability [Saturdays],Availability [Sundays],BSL is a Saturday League;  Do you acknowledge that default will be on Saturday and that you have to the best of your understanding the day available to play? 
12/10/2025 15:38:48,Cocoa,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561198082345115/overview?gamemode=conquest-ranked&season=3,VulgarOverlord,Didn't Play,Tiamat,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:02:28,DrunkDiplomat ,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561199176302362/overview?gamemode=conquest-ranked&season=3,DrunkDiplomat ,Didn't Play,Tiamat,ADC,Mid,Yes,Yes,Yes,No,No,Yes,Yes,Yes,available
12/1/2025 8:43:13,Furballer,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561198073762281/overview?gamemode=conquest-ranked&season=3,Furballer,Tiamat ( vetted out),Tiamat,ADC,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/5/2025 23:13:12,Inferno,Tiamat Captain,tracker.gg/smite2/profile/steam/76561198084762990?gamemode=conquest-ranked,InfernoMMR,Didn't Play,Ishtar,ADC,Mid,Yes,No,No,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 12:49:11,Vayu,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561198313852345/overview?gamemode=conquest-ranked&season=3,Vayu,Didn't Play,Tiamat,ADC,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:40:09,BongRipErik,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561199163771364/overview?gamemode=conquest-ranked&season=3,BongRipErik,Ishtar,Tiamat,Jungle,Solo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:09:41,korraaaaa,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561198109107797/overview?gamemode=conquest-ranked&season=3 & https://tracker.gg/smite2/profile/steam/76561199788406176/overview?gamemode=conquest-ranked&season=3 ,korraaaaaaa,Tiamat ( vetted out),Tiamat,Jungle,Fill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/5/2025 22:31:04,Dëst,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561198175301107/overview?gamemode=conquest-ranked&season=3,dest__,Didn't Play,Tiamat,Mid,Support,Yes,Yes,Yes,No,No,No,Yes,Yes,available
12/1/2025 8:33:05,Hydra,Tiamat Captain,i will find this later. I'm on mobile rn,chaotichydra,Tiamat ( vetted out),Tiamat,Solo,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:05:57,TheBugOnYou,Tiamat Captain,https://tracker.gg/smite2/profile/xbl/TheBugOnYou/overview?gamemode=conquest-ranked&season=3,thebugonyou,Didn't Play,Tiamat,Solo,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 19:01:24,Petruzzi,Tiamat Captain,https://tracker.gg/smite2/profile/steam/76561198095820146/overview?gamemode=conquest-ranked&season=3,Petruzzi,Didn't Play,Tiamat,Support,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:10:47,Wilgy,Tiamat Captain,https://tracker.gg/smite2/profile/psn/TWilgy,wilgy,Didn't Play,Tiamat,Support,ADC,No,Yes,No,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:23:47,HxrdleTheTxrtle,Ishtar Free Agent,https://tracker.gg/smite2/profile/psn/HxrdleTheTxrtle/overview?gamemode=conquest-ranked&season=3,I-Pxseidon #2,Didn't Play,Gilgamesh,Jungle,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 21:56:14,CtrlAltIEat,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198361857697/overview?gamemode=conquest-ranked&season=3,ctrlaltieat,Didn't Play,,ADC,,No,Yes,Yes,No,No,No,Yes,No,available
12/1/2025 10:58:59,DRxKILLxJOY,Ishtar Captain,https://tracker.gg/smite2/profile/steam/7476502d-ea19-58f0-b594-f9918d91a0ac,DRxKILLxJOY,Ishtar,Ishtar,ADC,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 9:47:11,Akuma007,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198059202616/overview?gamemode=conquest-ranked,Akuma007,Ishtar,Ishtar,Jungle,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 10:49:42,Alidoro,Ishtar Captain,https://tracker.gg/smite2/profile/xbl/AIidoro/overview?gamemode=conquest-ranked&season=3,yourenottheguy,Didn't Play,Gilgamesh,Jungle,Solo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/3/2025 16:17:48,chip,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561199446338499/overview?gamemode=conquest-ranked&season=3,chipsorsoda,Ishtar,Ishtar,Jungle,Jungle,No,No,No,No,No,Yes,Yes,Yes,available
12/9/2025 19:22:48,Daveyo,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561199310322336/overview?gamemode=conquest-ranked&season=3,Davey2093,Didn't Play,Ishtar,Jungle,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 20:07:12,ThatBeastz,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198155859474/overview?gamemode=conquest-ranked&season=3,beastz.,Didn't Play,Ishtar,Jungle,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 10:47:01,XainVT,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198196442745,XainVT,Didn't Play,Enkidu,Jungle,Solo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 22:00:45,LeventTangents,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198121047965/overview?gamemode=conquest-ranked&season=3,LeventTangents,Didn't Play,Enkidu,Mid,Mid,No,No,No,No,No,No,Yes,No,available
12/1/2025 16:27:17,Revo ,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198926183276/overview?gamemode=conquest-ranked&season=3,revoinmymind,Ishtar,Ishtar,Mid,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/1/2025 8:41:28,Xyrve,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198160882738/overview?gamemode=conquest-ranked&season=3,abe_4690,Ishtar,Ishtar,Solo,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 13:27:03,darkiscorpion,Ishtar Captain,https://tracker.gg/smite2/profile/steam/76561198863806009/overview?gamemode=conquest-ranked&season=3,Ankoku,Didn't Play,Tiamat,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 11:21:48,Garett,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561199566468996/overview?gamemode=conquest-ranked&season=3,Garett._.,Didn't Play,Enkidu,ADC,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 9:16:10,Espada_Exilee,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561198197160022/overview?gamemode=conquest-ranked&season=3,Espadaexile,Didn't Play,Enkidu,Jungle,Fill,No,No,No,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 19:06:51,DJL4,Gilgamesh Free Agent,DJL4,DJL4,Gilgamesh,Enkidu,Mid,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/9/2025 18:13:42,Mikeyboy69,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561198440506952/overview?gamemode=conquest-ranked&season=3,mikey5885,Enkidu,Gilgamesh,Mid,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 11:03:46,Elo Terrorist ,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561198142799325/overview?gamemode=conquest-ranked&season=3,jimjamtheslimslam,Enkidu,Gilgamesh,Solo,Solo,No,Yes,Yes,Yes,Yes,No,Yes,No,available
12/6/2025 15:53:30,axew1555,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561199230727225/overview?gamemode=conquest-ranked&season=3,axew1555,Didn't Play,Gilgamesh,Support,Jungle,Yes,Yes,Yes,Yes,No,Yes,No,Yes,not available
12/2/2025 16:01:26,Juan Hennessey,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561199056207929/overview?gamemode=conquest-ranked&season=3,Juan Hennessey,Didn't Play,,Support,ADC,No,Yes,No,Yes,No,Yes,Yes,Yes,available
12/2/2025 21:09:58,Juantiflas,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561198123536959/overview?gamemode=conquest-ranked&season=3,Juantiflas,Enkidu,Enkidu,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available (missing 2-4 weeks)
12/7/2025 10:33:38,kokuuuu,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561198376665062/overview?gamemode=conquest-ranked&season=3,kokuuuu,Didn't Play,Enkidu,Support,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 11:20:17,LordTurco2402,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/xbl/LordTurco2402/overview?gamemode=conquest-ranked&season=3,LordTurcoo,Didn't Play,Enkidu,Support,,No,No,No,No,No,Yes,Yes,Yes,available
12/1/2025 10:12:06,sarcastronaut,Gilgamesh Free Agent,https://tracker.gg/smite2/profile/steam/76561198271141749/overview?gamemode=conquest-ranked&season=3,stonewall,Ishtar,Ishtar,Support,ADC,Yes,No,Yes,No,Yes,Yes,Yes,Yes,available
12/1/2025 12:52:14,Rampiore,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561198300854208/overview?gamemode=conquest-ranked&season=3,Rampiore,Gilgamesh,Gilgamesh,ADC,Jungle,Yes,Yes,Yes,Yes,No,Yes,Yes,No,available
12/6/2025 7:41:23,ReportOrSupport,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561198053285046/overview?gamemode=conquest-ranked&season=3,Twista23,Gilgamesh,Gilgamesh,ADC,Support,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 16:29:25,Syrf,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561198079364638/overview?gamemode=conquest-ranked,jc.1,Gilgamesh,Gilgamesh,ADC,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 12:29:41,cookie,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561199529105167/overview?gamemode=conquest-ranked&season=3,swan,Gilgamesh,Gilgamesh,Fill,Fill,Yes,No,No,No,Yes,Yes,Yes,Yes,available
12/2/2025 20:04:17,Kuzcode,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561198979006653/overview?gamemode=conquest-ranked&season=3,Kuzcode,Ishtar,Enkidu,Jungle,Support,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,available
12/1/2025 13:29:08,KrutonKrusader,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561198828535701/overview?gamemode=conquest-ranked&season=3,KrutonKrusader,Gilgamesh,Gilgamesh,Mid,Fill,Yes,No,No,No,No,No,Yes,Yes,available
12/1/2025 14:51:05,NeptuneSpartan ,Gilgamesh Captain,https://tracker.gg/smite2/profile/xbl/NeptuneSpartan/overview?gamemode=conquest-ranked&season=3,NeptuneSpartan ,Gilgamesh,Enkidu,Mid,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:15:22,Rogue,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/a1c29d40-c566-59de-88c7-410b47001d3d,Rogue5940,Gilgamesh,Gilgamesh,Mid,Fill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 11:16:14,Xooter,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561198066810056/overview?gamemode=conquest-ranked&season=3,Cooter,Didn't Play,Enkidu,Mid,Jungle,No,No,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:26:24,CrusteezNuts,Gilgamesh Captain,No,CrusteezNuts,Ishtar,Enkidu,Solo,Mid,No,No,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:37:22,Ivorymacaroon55,Gilgamesh Captain,https://tracker.gg/smite2/profile/xbl/IvoryMacaroon55/overview?gamemode=conquest-ranked&season=3,Wrobocop0303,Didn't Play,Gilgamesh,Solo,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 20:31:57,Wydstepnaga ,Gilgamesh Captain,https://tracker.gg/smite2/profile/steam/76561199674724935/overview?gamemode=conquest-ranked&season=3,Krunkaholik,Didn't Play,Gilgamesh,Support,Support,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 9:38:04,JustBlameLemon,Enkidu Free Agent,https://tracker.gg/smite2/profile/xbl/JustBlameLemon/overview?gamemode=conquest-ranked&season=3,JustBlameLemon,Enkidu,Enkidu,ADC,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/9/2025 14:43:37,pineappletv281,Enkidu Free Agent,https://tracker.gg/smite2/profile/steam/76561198398479824/overview?gamemode=conquest&season=3,pineappletv281,Didn't Play,Enkidu,ADC,Support,No,Yes,No,No,No,No,Yes,Yes,available
12/7/2025 10:58:12,Ral175,Enkidu Free Agent,https://tracker.gg/smite2/profile/xbl/ral175/overview?gamemode=conquest-ranked&season=3,Ral175,Didn't Play,Enkidu,ADC,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,No,available
12/6/2025 4:10:08,magi1420,Enkidu Free Agent,https://tracker.gg/smite2/profile/xbl/BeastyMcGrizzle/overview?gamemode=conquest&season=3,Beastymcgrizzle ,Enkidu,Enkidu,Support,Mid,No,Yes,Yes,Yes,Yes,No,Yes,Yes,available
12/1/2025 17:21:32,MommySypha,Enkidu Captain,https://tracker.gg/smite2/profile/steam/76561198124198144/overview?gamemode=conquest&season=3,MommySypha,Enkidu,Enkidu,ADC,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 8:18:52,TESDAI,Enkidu Captain,https://tracker.gg/smite2/profile/steam/76561198263734822/overview?gamemode=conquest-ranked&season=3,tesdai,Didn't Play,Enkidu,Fill,Fill,No,Yes,Yes,Yes,Yes,Yes,No,Yes,not available
12/2/2025 10:55:37,CommanderChunky,Enkidu Captain,https://tracker.gg/smite2/profile/steam/76561199007235930/matches?gamemode=conquest-ranked&season=3,CommanderChunky,Enkidu,Enkidu,Jungle,Solo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/5/2025 4:27:16,nyx_xx-_-,Enkidu Captain,https://tracker.gg/smite2/profile/psn/nyx_xx-_-/overview?gamemode=conquest-ranked&season=3,Nyx ,Didn't Play,Enkidu,Jungle,Mid,Yes,No,No,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:15:14,RoryMercurySimp,Enkidu Captain,I believe in u,Rory Mercury,Enkidu,Enkidu,Jungle,Fill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 18:10:44,CAFEkatArt,Enkidu Captain,https://tracker.gg/smite2/profile/steam/76561198201776102/overview?gamemode=conquest&season=3,CAFEkatArt,Enkidu,Gilgamesh,Mid,Mid,Yes,No,No,Yes,No,No,Yes,Yes,available
12/1/2025 8:40:59,cGxColt45,Enkidu Captain,https://tracker.gg/smite2/profile/steam/76561198180032685/overview?gamemode=conquest-ranked&season=3,Colt45656,Enkidu,Enkidu,Mid,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 7:49:27,Immutebekind ,Enkidu Captain,ImMuteBeKind's SMITE 2 Overview Stats - SMITE 2 Tracker https://share.google/r5n6XEVpbTBmQD7e2,Jhickson,Enkidu,Enkidu,Mid,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 10:50:02,ChefBaba,Enkidu Captain,Zababa-YagaTracker.gg,Daddy chef,Enkidu,Enkidu,Solo,Support,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/5/2025 5:29:01,Marchey__,Enkidu Captain,Marchey__'s SMITE 2 Overview Stats - SMITE 2 Tracker https://share.google/gQpf2flXjK6BY6sXl,Marchey__,Didn't Play,Enkidu,Solo,Jungle,No,Yes,No,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:27:27,XShaman6,Enkidu Captain,https://tracker.gg/smite2/profile/psn/XShaman6/overview?gamemode=conquest-ranked&season=3,XShaman6,Enkidu,Enkidu,Support,Jungle,No,No,Yes,No,Yes,Yes,Yes,Yes,available
12/20/2025 21:11:23,Axiom,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198873485831/overview?gamemode=conquest-ranked&season=3,AxiomSpeed,Didn't Play,Tiamat,ADC,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/12/2025 19:35:26,BappoNoHacko,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199133825365/overview?gamemode=conquest-ranked&season=3,BAPPONOHACKO288,Didn't Play,Gilgamesh,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/7/2025 16:29:01,Bloodlyner,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198066564126/overview?gamemode=conquest-ranked&season=3,Jace,Didn't Play,Gilgamesh,ADC,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/14/2025 18:42:37,CarryOnChon,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198065166792/overview?gamemode=conquest-ranked&season=3,carryonchon,Didn't Play,Gilgamesh,ADC,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 8:14:39,Chaewonfan82 but Smite 2 is using steam dumbass so its Elliston,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198058768586/overview?gamemode=conquest-ranked&season=3,elliston,Didn't Play,Gilgamesh,ADC,Support,No,Yes,No,No,No,No,No,No,available
12/4/2025 19:10:01,Cinnilyn,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198446048682/overview?gamemode=conquest-ranked&season=3,Cinnilyn,Enkidu,Enkidu,ADC,Solo,No,No,No,Yes,Yes,Yes,Yes,No,available
12/2/2025 17:51:25,dirtybubble,Dropped or Extra Signup,dirtybubble,eldirtybubble,Ishtar,Gilgamesh,ADC,ADC,No,No,No,No,No,No,Yes,No,available
12/1/2025 8:13:37,Dreaming,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198126108325/overview?gamemode=conquest-ranked&season=3,dreamingxo,Ishtar,Gilgamesh,ADC,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,not available
12/1/2025 17:35:31,DRxKILLxJOY,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199376284905/overview?gamemode=conquest-ranked&season=3,DRxKILLxJOY,Ishtar,Ishtar,ADC,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/21/2025 10:44:18,Duelmain69,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199757320664/overview?gamemode=conquest-ranked&season=3,gandalf_biren,Didn't Play,Ishtar,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/20/2025 12:03:08,evilzapman,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198200279511,christian16741,Didn't Play,,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/6/2025 18:04:55,Fatdul,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199675260501/overview?gamemode=conquest-ranked&season=3,fabduls,Didn't Play,Tiamat,ADC,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/8/2025 23:02:17,FutureSnoow,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198977856678/overview?gamemode=conquest-ranked&season=3,FutureSnoow,Didn't Play,Gilgamesh,ADC,,No,No,Yes,No,Yes,No,Yes,No,available
12/19/2025 21:05:44,Golden,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199126524184/overview?gamemode=conquest-ranked&season=3,ysgoldenn,Tiamat ( vetted out),Tiamat,ADC,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 20:25:07,golden gooner,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198333227199/overview?gamemode=conquest-ranked&season=3,xotz,Didn't Play,Ishtar,ADC,Solo,No,Yes,Yes,Yes,No,Yes,Yes,Yes,available
12/11/2025 21:01:08,Issues,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198418157185/roles?gamemode=conquest-ranked,got_issues,Didn't Play,Ishtar,ADC,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/11/2025 21:02:56,Luibambui,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199008923573/overview?gamemode=conquest-ranked&season=3,Luibambui,Didn't Play,Tiamat,ADC,Mid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/3/2025 9:05:34,mudaeboyttv,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199574744369/overview?gamemode=conquest-ranked&season=3,apollo216,Didn't Play,Tiamat,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 18:15:27,Nites,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199484738535/overview?gamemode=conquest-ranked&season=3,Nites,Enkidu,Enkidu,ADC,Fill,No,No,No,No,No,No,Yes,Yes,available
12/11/2025 19:28:38,PusPusioden,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198144414404/overview?gamemode=conquest-ranked&season=3,PusPusioden,Didn't Play,Ishtar,ADC,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/25/2025 19:51:20,Semaj,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199695564574/overview?gamemode=conquest-ranked&season=3,semajwf,Didn't Play,,ADC,Solo,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/17/2025 16:08:46,SmokeJumper420,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199442205579/overview?gamemode=conquest-ranked&season=3,SmokeJumper,Didn't Play,Enkidu,ADC,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/4/2025 6:59:53,Wolven,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198108564609/overview?gamemode=conquest-ranked&season=3,Wolven,Didn't Play,Enkidu,ADC,Fill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/2/2025 19:41:45,xstagasaurusx,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198252167286/overview?gamemode=conquest-ranked&season=3,xstagasaurusx,Didn't Play,Enkidu,ADC,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/3/2025 11:05:47,Face Head,Dropped or Extra Signup,Tracker.gg/kaizocaster,KaizoCaster ,Didn't Play,Tiamat,Fill,Fill,No,No,Yes,No,Yes,No,Yes,Yes,available
12/19/2025 15:01:39,faterman123,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198358960288/overview?gamemode=conquest-ranked&season=3,faterman123,Gilgamesh,,Fill,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/11/2025 7:45:06,Mugga,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198763570262/overview?gamemode=conquest-ranked&season=3,mugga,Didn't Play,Tiamat,Fill,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/10/2025 20:41:22,SES44,Dropped or Extra Signup,https://tracker.gg/smite2/profile/xbl/SES44/overview?gamemode=conquest-ranked&season=3,Lumynu,Didn't Play,Enkidu,Fill,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/10/2025 20:59:49,SES44,Dropped or Extra Signup,SES44,Lumynu,Didn't Play,Enkidu,Fill,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/7/2025 14:07:30,TDSRichard,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199088480405/overview?gamemode=conquest-ranked&season=3,TDS Richard,Didn't Play,,Fill,Fill,No,Yes,Yes,Yes,Yes,No,Yes,No,available
12/14/2025 13:53:12,AlphaClaps,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198014607120/overview?gamemode=conquest-ranked&season=3,Alphw,Didn't Play,Tiamat,Jungle,ADC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/7/2025 11:45:18,Azulisc,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199584815478/overview?gamemode=conquest-ranked&season=3,Azulisc,Didn't Play,Ishtar,Jungle,Jungle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/8/2025 9:44:47,beaginator,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561197969718656/overview,beaginator,Didn't Play,Tiamat,Jungle,Fill,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/1/2025 9:04:09,CoJonaz,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198195379991/overview?gamemode=conquest-ranked&season=3,CoJonaz,Didn't Play,Gilgamesh,Jungle,Jungle,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/14/2025 20:42:34,DummySlicc,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198848259342/overview?gamemode=conquest-ranked&season=3,DummySlicc,Didn't Play,Ishtar,Jungle,Support,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/9/2025 17:49:04,Extreaaam,Dropped or Extra Signup,https://tracker.gg/smite2/profile/epic/Extreaaam/overview?gamemode=conquest-ranked&season=3,extreaaam,Didn't Play,Tiamat,Jungle,ADC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/15/2025 10:10:39,FawkinHawkin,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198072653752/overview?gamemode=conquest-ranked&season=3,fawkinhawkin,Didn't Play,Tiamat,Jungle,Mid,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,available
12/18/2025 23:25:23,Gold,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198849644859/overview?gamemode=conquest&season=3,auberg,Didn't Play,Tiamat,Jungle,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/26/2025 0:56:14,Gold,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561198849644859/overview?gamemode=conquest&season=3,auberg,Didn't Play,Enkidu,Jungle,Mid,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,available
12/11/2025 17:24:56,Grip,Dropped or Extra Signup,https://tracker.gg/smite2/profile/steam/76561199044339824/overview?gamemode=conquest-ranked&season=3,Bmoney Mayweather,Didn't Play,Tiamat,Jungle,Support,No,Yes,Yes,Yes,Yes,No,Yes,Yes,available
